candidate_id,name,category,free_to_use,requires_api_key,api_key_free_tier_available,setup_required,setup_documented,readiness_check_available,current_status,priority,baseline,benchmark_type,primary_metric,secondary_metrics,result_delta,latency_delta,cost_delta,security_risk_delta,maintenance_risk_delta,promotion_decision,decision_reason,evidence_file,runtime_integration_file,actively_used,review_date
8-15-security-guardrails-and-red-team__nemo-guardrails,NeMo Guardrails,"8.15 Security, guardrails and red team",true,false,not_required,true,true,true,BENCHMARKED,P0,TBD_BY_BASELINE,SECURITY,TBD_BY_BENCHMARK,latency_p95; cost_per_run; risk_delta,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,not_measured,benchmark_required,Direct output benchmark is required before promotion or rejection.,final_case_evidence/benchmark_results.jsonl,,false,2026-06-23
8-15-security-guardrails-and-red-team__owasp-llm-top-10-controls,OWASP LLM Top 10 controls,"8.15 Security, guardrails and red team",true,false,not_required,true,true,true,BENCHMARKED,P0,TBD_BY_BASELINE,SECURITY,TBD_BY_BENCHMARK,latency_p95; cost_per_run; risk_delta,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,not_measured,benchmark_required,Direct output benchmark is required before promotion or rejection.,final_case_evidence/benchmark_results.jsonl,,false,2026-06-23
8-15-security-guardrails-and-red-team__openguardrails,OpenGuardrails,"8.15 Security, guardrails and red team",true,false,not_required,true,true,true,BENCHMARKED,P0,TBD_BY_BASELINE,SECURITY,TBD_BY_BENCHMARK,latency_p95; cost_per_run; risk_delta,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,not_measured,benchmark_required,Direct output benchmark is required before promotion or rejection.,final_case_evidence/benchmark_results.jsonl,,false,2026-06-23
8-15-security-guardrails-and-red-team__openssf-scorecard,OpenSSF Scorecard,"8.15 Security, guardrails and red team",false,true,false,true,true,true,FUTURE_RESEARCH,P0,TBD_BY_BASELINE,PROXY,TBD_BY_EXTERNAL_BENCHMARK,latency_p95; cost_per_run; risk_delta,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,TBD_BY_DIRECT_BENCHMARK,future_research,Kept outside runtime until free/configurable access and direct benchmark evidence exist.,final_case_evidence/benchmark_results.jsonl,,false,2026-06-23
8-15-security-guardrails-and-red-team__prompt-injection-defenses,Prompt injection defenses,"8.15 Security, guardrails and red team",true,false,not_required,true,true,true,BENCHMARKED,P0,TBD_BY_BASELINE,SECURITY,TBD_BY_BENCHMARK,latency_p95; cost_per_run; risk_delta,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,not_measured,benchmark_required,Direct output benchmark is required before promotion or rejection.,final_case_evidence/benchmark_results.jsonl,,false,2026-06-23
8-15-security-guardrails-and-red-team__promptfoo,Promptfoo,"8.15 Security, guardrails and red team",true,false,not_required,true,true,true,BENCHMARKED,P0,TBD_BY_BASELINE,SECURITY,TBD_BY_BENCHMARK,latency_p95; cost_per_run; risk_delta,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,not_measured,benchmark_required,Direct output benchmark is required before promotion or rejection.,final_case_evidence/benchmark_results.jsonl,,false,2026-06-23
8-15-security-guardrails-and-red-team__rebuff,Rebuff,"8.15 Security, guardrails and red team",true,false,not_required,true,true,true,BENCHMARKED,P0,TBD_BY_BASELINE,SECURITY,TBD_BY_BENCHMARK,latency_p95; cost_per_run; risk_delta,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,not_measured,benchmark_required,Direct output benchmark is required before promotion or rejection.,final_case_evidence/benchmark_results.jsonl,,false,2026-06-23
8-15-security-guardrails-and-red-team__renovate,Renovate,"8.15 Security, guardrails and red team",false,true,false,true,true,true,FUTURE_RESEARCH,P0,TBD_BY_BASELINE,PROXY,TBD_BY_EXTERNAL_BENCHMARK,latency_p95; cost_per_run; risk_delta,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,TBD_BY_DIRECT_BENCHMARK,future_research,Kept outside runtime until free/configurable access and direct benchmark evidence exist.,final_case_evidence/benchmark_results.jsonl,,false,2026-06-23
8-15-security-guardrails-and-red-team__sbom,SBOM,"8.15 Security, guardrails and red team",true,false,not_required,true,true,true,BENCHMARKED,P0,TBD_BY_BASELINE,SECURITY,TBD_BY_BENCHMARK,latency_p95; cost_per_run; risk_delta,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,not_measured,benchmark_required,Direct output benchmark is required before promotion or rejection.,final_case_evidence/benchmark_results.jsonl,,false,2026-06-23
8-15-security-guardrails-and-red-team__slsa,SLSA,"8.15 Security, guardrails and red team",true,false,not_required,true,true,true,BENCHMARKED,P0,TBD_BY_BASELINE,SECURITY,TBD_BY_BENCHMARK,latency_p95; cost_per_run; risk_delta,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,not_measured,benchmark_required,Direct output benchmark is required before promotion or rejection.,final_case_evidence/benchmark_results.jsonl,,false,2026-06-23
8-15-security-guardrails-and-red-team__semgrep,Semgrep,"8.15 Security, guardrails and red team",true,false,not_required,true,true,true,BENCHMARKED,P0,TBD_BY_BASELINE,SECURITY,TBD_BY_BENCHMARK,latency_p95; cost_per_run; risk_delta,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,not_measured,benchmark_required,Direct output benchmark is required before promotion or rejection.,final_case_evidence/benchmark_results.jsonl,,false,2026-06-23
8-15-security-guardrails-and-red-team__sigstore-cosign,Sigstore Cosign,"8.15 Security, guardrails and red team",false,true,false,true,true,true,FUTURE_RESEARCH,P0,TBD_BY_BASELINE,PROXY,TBD_BY_EXTERNAL_BENCHMARK,latency_p95; cost_per_run; risk_delta,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,TBD_BY_DIRECT_BENCHMARK,future_research,Kept outside runtime until free/configurable access and direct benchmark evidence exist.,final_case_evidence/benchmark_results.jsonl,,false,2026-06-23
8-15-security-guardrails-and-red-team__source-poisoning-detection,Source poisoning detection,"8.15 Security, guardrails and red team",true,false,not_required,true,true,true,BENCHMARKED,P0,TBD_BY_BASELINE,SECURITY,TBD_BY_BENCHMARK,latency_p95; cost_per_run; risk_delta,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,baseline,benchmark_required,Direct output benchmark is required before promotion or rejection.,final_case_evidence/benchmark_results.jsonl,,false,2026-06-23
8-15-security-guardrails-and-red-team__syft,Syft,"8.15 Security, guardrails and red team",true,false,not_required,true,true,true,BENCHMARKED,P0,TBD_BY_BASELINE,SECURITY,TBD_BY_BENCHMARK,latency_p95; cost_per_run; risk_delta,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,not_measured,benchmark_required,Direct output benchmark is required before promotion or rejection.,final_case_evidence/benchmark_results.jsonl,,false,2026-06-23
8-15-security-guardrails-and-red-team__trivy,Trivy,"8.15 Security, guardrails and red team",true,false,not_required,true,true,true,BENCHMARKED,P0,TBD_BY_BASELINE,SECURITY,TBD_BY_BENCHMARK,latency_p95; cost_per_run; risk_delta,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,not_measured,benchmark_required,Direct output benchmark is required before promotion or rejection.,final_case_evidence/benchmark_results.jsonl,,false,2026-06-23
8-15-security-guardrails-and-red-team__detect-secrets,detect-secrets,"8.15 Security, guardrails and red team",true,false,not_required,true,true,true,BENCHMARKED,P0,TBD_BY_BASELINE,SECURITY,TBD_BY_BENCHMARK,latency_p95; cost_per_run; risk_delta,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,not_measured,benchmark_required,Direct output benchmark is required before promotion or rejection.,final_case_evidence/benchmark_results.jsonl,,false,2026-06-23
8-15-security-guardrails-and-red-team__npm-audit,npm audit,"8.15 Security, guardrails and red team",true,false,not_required,true,true,true,BENCHMARKED,P0,TBD_BY_BASELINE,SECURITY,TBD_BY_BENCHMARK,latency_p95; cost_per_run; risk_delta,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,not_measured,benchmark_required,Direct output benchmark is required before promotion or rejection.,final_case_evidence/benchmark_results.jsonl,,false,2026-06-23
8-15-security-guardrails-and-red-team__pip-audit,pip-audit,"8.15 Security, guardrails and red team",true,false,not_required,true,true,true,BENCHMARKED,P0,TBD_BY_BASELINE,SECURITY,TBD_BY_BENCHMARK,latency_p95; cost_per_run; risk_delta,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,not_measured,benchmark_required,Direct output benchmark is required before promotion or rejection.,final_case_evidence/benchmark_results.jsonl,,false,2026-06-23
8-20-release-supply-chain-repo-cleanliness-and-delivery__ai-incident-response-plan,AI Incident Response Plan,"8.20 Release, supply chain, repo cleanliness and delivery",true,false,not_required,true,true,true,BENCHMARK_CONFIGURED,P0,TBD_BY_BASELINE,PROXY,local_readiness,quality_signal; latency_ms,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,not_measured,blocked,PROXY evidence is triage only and cannot promote runtime adoption.,final_case_evidence/benchmark_results.jsonl,,false,2026-06-23
8-20-release-supply-chain-repo-cleanliness-and-delivery__ai-governance-maturity-report,AI governance maturity report,"8.20 Release, supply chain, repo cleanliness and delivery",true,false,not_required,true,true,true,BENCHMARKED,P0,TBD_BY_BASELINE,REPRODUCIBILITY,TBD_BY_BENCHMARK,latency_p95; cost_per_run; risk_delta,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,not_measured,benchmark_required,Direct output benchmark is required before promotion or rejection.,final_case_evidence/benchmark_results.jsonl,,false,2026-06-23
8-20-release-supply-chain-repo-cleanliness-and-delivery__cold-start-reproducibility-test,Cold Start Reproducibility Test,"8.20 Release, supply chain, repo cleanliness and delivery",true,false,not_required,true,true,true,BENCHMARK_CONFIGURED,P0,TBD_BY_BASELINE,PROXY,local_readiness,quality_signal; latency_ms,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,not_measured,blocked,PROXY evidence is triage only and cannot promote runtime adoption.,final_case_evidence/benchmark_results.jsonl,,false,2026-06-23
8-20-release-supply-chain-repo-cleanliness-and-delivery__data-retention-policy,Data retention policy,"8.20 Release, supply chain, repo cleanliness and delivery",true,false,not_required,true,true,true,BENCHMARK_CONFIGURED,P0,TBD_BY_BASELINE,PROXY,local_readiness,quality_signal; latency_ms,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,not_measured,blocked,PROXY evidence is triage only and cannot promote runtime adoption.,final_case_evidence/benchmark_results.jsonl,,false,2026-06-23
8-20-release-supply-chain-repo-cleanliness-and-delivery__deprecation-policy,Deprecation policy,"8.20 Release, supply chain, repo cleanliness and delivery",true,false,not_required,true,true,true,BENCHMARK_CONFIGURED,P0,TBD_BY_BASELINE,PROXY,local_readiness,quality_signal; latency_ms,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,not_measured,blocked,PROXY evidence is triage only and cannot promote runtime adoption.,final_case_evidence/benchmark_results.jsonl,,false,2026-06-23
8-20-release-supply-chain-repo-cleanliness-and-delivery__documentation-consistency-gate,Documentation Consistency Gate,"8.20 Release, supply chain, repo cleanliness and delivery",true,false,not_required,true,true,true,BENCHMARK_CONFIGURED,P0,TBD_BY_BASELINE,PROXY,local_readiness,quality_signal; latency_ms,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,not_measured,blocked,PROXY evidence is triage only and cannot promote runtime adoption.,final_case_evidence/benchmark_results.jsonl,,false,2026-06-23
8-20-release-supply-chain-repo-cleanliness-and-delivery__evidence-first-ui-mode,Evidence-first UI mode,"8.20 Release, supply chain, repo cleanliness and delivery",true,false,not_required,true,true,true,BENCHMARKED,P0,TBD_BY_BASELINE,REPRODUCIBILITY,TBD_BY_BENCHMARK,latency_p95; cost_per_run; risk_delta,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,not_measured,benchmark_required,Direct output benchmark is required before promotion or rejection.,final_case_evidence/benchmark_results.jsonl,,false,2026-06-23
8-20-release-supply-chain-repo-cleanliness-and-delivery__external-reviewer-mode,External Reviewer Mode,"8.20 Release, supply chain, repo cleanliness and delivery",true,false,not_required,true,true,true,BENCHMARKED,P0,TBD_BY_BASELINE,PROXY,TBD_BY_BENCHMARK,latency_p95; cost_per_run; risk_delta,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,not_measured,blocked,PROXY evidence is triage only and cannot promote runtime adoption.,final_case_evidence/benchmark_results.jsonl,,false,2026-06-23
8-20-release-supply-chain-repo-cleanliness-and-delivery__final-case-evidence-pack,Final Case Evidence Pack,"8.20 Release, supply chain, repo cleanliness and delivery",true,false,not_required,true,true,true,BENCHMARK_CONFIGURED,P0,TBD_BY_BASELINE,PROXY,local_readiness,quality_signal; latency_ms,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,not_measured,blocked,PROXY evidence is triage only and cannot promote runtime adoption.,final_case_evidence/benchmark_results.jsonl,,false,2026-06-23
8-20-release-supply-chain-repo-cleanliness-and-delivery__final-delivery-index,Final Delivery Index,"8.20 Release, supply chain, repo cleanliness and delivery",true,false,not_required,true,true,true,BENCHMARK_CONFIGURED,P0,TBD_BY_BASELINE,PROXY,local_readiness,quality_signal; latency_ms,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,not_measured,blocked,PROXY evidence is triage only and cannot promote runtime adoption.,final_case_evidence/benchmark_results.jsonl,,false,2026-06-23
8-20-release-supply-chain-repo-cleanliness-and-delivery__final-evaluator-checklist,Final Evaluator Checklist,"8.20 Release, supply chain, repo cleanliness and delivery",true,false,not_required,true,true,true,BENCHMARK_CONFIGURED,P0,TBD_BY_BASELINE,PROXY,local_readiness,quality_signal; latency_ms,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,not_measured,blocked,PROXY evidence is triage only and cannot promote runtime adoption.,final_case_evidence/benchmark_results.jsonl,,false,2026-06-23
8-20-release-supply-chain-repo-cleanliness-and-delivery__license-and-third-party-compliance,License and Third-Party Compliance,"8.20 Release, supply chain, repo cleanliness and delivery",true,false,not_required,true,true,true,BENCHMARK_CONFIGURED,P0,TBD_BY_BASELINE,PROXY,local_readiness,quality_signal; latency_ms,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,not_measured,blocked,PROXY evidence is triage only and cannot promote runtime adoption.,final_case_evidence/benchmark_results.jsonl,,false,2026-06-23
8-20-release-supply-chain-repo-cleanliness-and-delivery__no-hidden-manual-step-gate,No Hidden Manual Step Gate,"8.20 Release, supply chain, repo cleanliness and delivery",true,false,not_required,true,true,true,BENCHMARK_CONFIGURED,P0,TBD_BY_BASELINE,PROXY,local_readiness,quality_signal; latency_ms,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,not_measured,blocked,PROXY evidence is triage only and cannot promote runtime adoption.,final_case_evidence/benchmark_results.jsonl,,false,2026-06-23
8-20-release-supply-chain-repo-cleanliness-and-delivery__no-hidden-state-rule,No Hidden State Rule,"8.20 Release, supply chain, repo cleanliness and delivery",true,false,not_required,true,true,true,BENCHMARK_CONFIGURED,P0,TBD_BY_BASELINE,PROXY,local_readiness,quality_signal; latency_ms,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,not_measured,blocked,PROXY evidence is triage only and cannot promote runtime adoption.,final_case_evidence/benchmark_results.jsonl,,false,2026-06-23
8-20-release-supply-chain-repo-cleanliness-and-delivery__operational-runbooks,Operational runbooks,"8.20 Release, supply chain, repo cleanliness and delivery",true,false,not_required,true,true,true,BENCHMARK_CONFIGURED,P0,TBD_BY_BASELINE,PROXY,local_readiness,quality_signal; latency_ms,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,not_measured,blocked,PROXY evidence is triage only and cannot promote runtime adoption.,final_case_evidence/benchmark_results.jsonl,,false,2026-06-23
8-20-release-supply-chain-repo-cleanliness-and-delivery__repository-cleanliness-gate,Repository Cleanliness Gate,"8.20 Release, supply chain, repo cleanliness and delivery",true,false,not_required,true,true,true,BENCHMARK_CONFIGURED,P0,TBD_BY_BASELINE,PROXY,local_readiness,quality_signal; latency_ms,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,not_measured,blocked,PROXY evidence is triage only and cannot promote runtime adoption.,final_case_evidence/benchmark_results.jsonl,,false,2026-06-23
8-20-release-supply-chain-repo-cleanliness-and-delivery__repository-purpose-manifest,Repository Purpose Manifest,"8.20 Release, supply chain, repo cleanliness and delivery",true,false,not_required,true,true,true,BENCHMARK_CONFIGURED,P0,TBD_BY_BASELINE,PROXY,local_readiness,quality_signal; latency_ms,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,baseline,blocked,PROXY evidence is triage only and cannot promote runtime adoption.,final_case_evidence/benchmark_results.jsonl,,false,2026-06-23
