candidate_id,name,category,status,marco,hypothesis,baseline,metrics,benchmark_type,benchmark,required_configuration,expected_runtime_use,cost_to_measure,latency_to_measure,risks_to_measure,gate,evidence_generated,promotion_criteria,rejection_criteria,removal_criteria,substitute_candidate,substitute_reason,final_filter_action,final_filter_reason,cost_policy,allowed_runtime_mode,canonical_technique_name,duplicate_group_id,duplicate_role,technique_family,architecture_tags,risk_coverage_tags,output_improvement_axes,free_self_hosted_verification,license_or_standard,paid_dependency_risk,external_dependency,runtime_eval_governance_role,mutual_exclusivity_group,mutual_exclusivity_reason,final_deduplication_policy,final_duplicate_status,merged_duplicate_candidate_ids,merged_duplicate_names,complementarity_policy,complementarity_family_peers,retention_decision,retention_reason,source_or_reference,maximal_addition_batch,maximal_addition_reason
maximal__8-25-privacy-pii-and-lgpd__pii-safe-retrieval-context,PII-safe retrieval context,"8.25 Privacy, PII and LGPD",ADDED_MAXIMAL_RESEARCH,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether PII-safe retrieval context improves final product output without paid dependency.,TBD_BY_BASELINE_OR_EXISTING_PIPELINE,"[""output_quality"", ""groundedness"", ""coverage"", ""auditability"", ""risk_reduction""]",MAXIMAL_CATALOG_CANDIDATE_NO_PREBENCHMARK_REQUIRED,TBD_BY_IMPLEMENTATION; not required for catalog inclusion per user rule,free/self-hosted/local implementation; paid SaaS disabled,candidate_or_supporting_governance,free/self-hosted compute only; no paid SaaS dependency,not limiting per user rule,privacy leak,free_self_hosted_and_output_value_gate,candidate_catalog_maximal_final_complementary_governed.csv,May be implemented if useful; benchmark not required for catalog inclusion; paid dependency remains disallowed.,"Remove if paid-only, non-free license, no output axis, or true duplicate alias.","Remove if later found paid-only, license-incompatible, or entirely unrelated to output quality.",,,KEEP_MAXIMAL_CANDIDATE,added because it plausibly improves final output and is free/self-hosted or a method/benchmark/governance item,FREE_ONLY_OR_SELF_HOSTED; paid tiers/overages disabled,allowed: free/open-source/local implementation or non-vendor method; paid plans must not be required,PII-safe retrieval context,dup_pii-safe-retrieval-context,canonical,Privacy / PII / Data Protection,Advanced RAG,privacy leak,cobertura de fontes; segurança,REQUIRES_IMPLEMENTATION_LICENSE_CHECK; catalog inclusion assumes free/self-hosted or method-only; paid SaaS disabled,method/no software license; implementation must use free/self-hosted components,LOW_IF_SELF_HOSTED_OR_METHOD_ONLY; VERIFY_BEFORE_RUNTIME,none_or_self_hosted_or_public_reference; no paid dependency allowed,eval_only,privacy___pii___data_protection,same family may contain complementary variants; alternatives are exclusive only if they implement the exact same canonical tool/alias,merge_only_true_duplicates_same_canonical_technique_or_same_tool_alias; keep complementary_methods_even_when_same_family_or_same_goal,unique_or_complementary_variant,,,retain_complementary_variants; same_family_does_not_mean_duplicate,DPIA-style checklist; LGPD mapping; Microsoft Presidio; PII detection; PII redaction; PII-aware logging; RAG unlearning; consent ledger; corpus tombstone registry; data minimization policy; index deletion verification; local-only retrieval mode; privacy impact assessment; retention-by-data-class; right-to-delete workflow; secrets redaction in traces; source removal propagation; source revocation audit,keep_in_maximal_final_single_csv,added from full conversation research expansion,https://microsoft.github.io/presidio/,maximal_research_backfill_from_full_conversation,added from full conversation research expansion
maximal__8-26-product-analytics-and-experimentation__posthog,PostHog,8.26 Product Analytics and Experimentation,ADDED_MAXIMAL_RESEARCH,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether PostHog improves final product output without paid dependency.,TBD_BY_BASELINE_OR_EXISTING_PIPELINE,"[""output_quality"", ""groundedness"", ""coverage"", ""auditability"", ""risk_reduction""]",MAXIMAL_CATALOG_CANDIDATE_NO_PREBENCHMARK_REQUIRED,TBD_BY_IMPLEMENTATION; not required for catalog inclusion per user rule,free/self-hosted/local implementation; paid SaaS disabled,candidate_or_supporting_governance,free/self-hosted compute only; no paid SaaS dependency,not limiting per user rule,not primary risk control,free_self_hosted_and_output_value_gate,candidate_catalog_maximal_final_complementary_governed.csv,May be implemented if useful; benchmark not required for catalog inclusion; paid dependency remains disallowed.,"Remove if paid-only, non-free license, no output axis, or true duplicate alias.","Remove if later found paid-only, license-incompatible, or entirely unrelated to output quality.",,,KEEP_MAXIMAL_CANDIDATE,added because it plausibly improves final output and is free/self-hosted or a method/benchmark/governance item,FREE_ONLY_OR_SELF_HOSTED; paid tiers/overages disabled,allowed: free/open-source/local implementation or non-vendor method; paid plans must not be required,PostHog,dup_posthog,canonical,Product Analytics / Experimentation,Supporting infrastructure,not primary risk control,factualidade,REQUIRES_IMPLEMENTATION_LICENSE_CHECK; catalog inclusion assumes free/self-hosted or method-only; paid SaaS disabled,TBD_VERIFY_LICENSE_BEFORE_IMPLEMENTATION,LOW_IF_SELF_HOSTED_OR_METHOD_ONLY; VERIFY_BEFORE_RUNTIME,none_or_self_hosted_or_public_reference; no paid dependency allowed,runtime_candidate,product_analytics___experimentation,same family may contain complementary variants; alternatives are exclusive only if they implement the exact same canonical tool/alias,merge_only_true_duplicates_same_canonical_technique_or_same_tool_alias; keep complementary_methods_even_when_same_family_or_same_goal,unique_or_complementary_variant,,,retain_complementary_variants; same_family_does_not_mean_duplicate,A/B testing; GrowthBook; OpenFeature; OpenReplay; Unleash; activation metric; cohort analysis; feature flags; funnel tracking; qualitative feedback capture; quantitative product scorecard; retention metric; time-to-value metric; user success event taxonomy,keep_in_maximal_final_single_csv,added from full conversation research expansion,conversation_research_catalog_expansion,maximal_research_backfill_from_full_conversation,added from full conversation research expansion
maximal__8-26-product-analytics-and-experimentation__openreplay,OpenReplay,8.26 Product Analytics and Experimentation,ADDED_MAXIMAL_RESEARCH,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether OpenReplay improves final product output without paid dependency.,TBD_BY_BASELINE_OR_EXISTING_PIPELINE,"[""output_quality"", ""groundedness"", ""coverage"", ""auditability"", ""risk_reduction""]",MAXIMAL_CATALOG_CANDIDATE_NO_PREBENCHMARK_REQUIRED,TBD_BY_IMPLEMENTATION; not required for catalog inclusion per user rule,free/self-hosted/local implementation; paid SaaS disabled,candidate_or_supporting_governance,free/self-hosted compute only; no paid SaaS dependency,not limiting per user rule,not primary risk control,free_self_hosted_and_output_value_gate,candidate_catalog_maximal_final_complementary_governed.csv,May be implemented if useful; benchmark not required for catalog inclusion; paid dependency remains disallowed.,"Remove if paid-only, non-free license, no output axis, or true duplicate alias.","Remove if later found paid-only, license-incompatible, or entirely unrelated to output quality.",,,KEEP_MAXIMAL_CANDIDATE,added because it plausibly improves final output and is free/self-hosted or a method/benchmark/governance item,FREE_ONLY_OR_SELF_HOSTED; paid tiers/overages disabled,allowed: free/open-source/local implementation or non-vendor method; paid plans must not be required,OpenReplay,dup_openreplay,canonical,Product Analytics / Experimentation,Supporting infrastructure,not primary risk control,auditabilidade,REQUIRES_IMPLEMENTATION_LICENSE_CHECK; catalog inclusion assumes free/self-hosted or method-only; paid SaaS disabled,TBD_VERIFY_LICENSE_BEFORE_IMPLEMENTATION,LOW_IF_SELF_HOSTED_OR_METHOD_ONLY; VERIFY_BEFORE_RUNTIME,none_or_self_hosted_or_public_reference; no paid dependency allowed,runtime_candidate,product_analytics___experimentation,same family may contain complementary variants; alternatives are exclusive only if they implement the exact same canonical tool/alias,merge_only_true_duplicates_same_canonical_technique_or_same_tool_alias; keep complementary_methods_even_when_same_family_or_same_goal,unique_or_complementary_variant,,,retain_complementary_variants; same_family_does_not_mean_duplicate,A/B testing; GrowthBook; OpenFeature; PostHog; Unleash; activation metric; cohort analysis; feature flags; funnel tracking; qualitative feedback capture; quantitative product scorecard; retention metric; time-to-value metric; user success event taxonomy,keep_in_maximal_final_single_csv,added from full conversation research expansion,conversation_research_catalog_expansion,maximal_research_backfill_from_full_conversation,added from full conversation research expansion
maximal__8-26-product-analytics-and-experimentation__growthbook,GrowthBook,8.26 Product Analytics and Experimentation,ADDED_MAXIMAL_RESEARCH,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether GrowthBook improves final product output without paid dependency.,TBD_BY_BASELINE_OR_EXISTING_PIPELINE,"[""output_quality"", ""groundedness"", ""coverage"", ""auditability"", ""risk_reduction""]",MAXIMAL_CATALOG_CANDIDATE_NO_PREBENCHMARK_REQUIRED,TBD_BY_IMPLEMENTATION; not required for catalog inclusion per user rule,free/self-hosted/local implementation; paid SaaS disabled,candidate_or_supporting_governance,free/self-hosted compute only; no paid SaaS dependency,not limiting per user rule,not primary risk control,free_self_hosted_and_output_value_gate,candidate_catalog_maximal_final_complementary_governed.csv,May be implemented if useful; benchmark not required for catalog inclusion; paid dependency remains disallowed.,"Remove if paid-only, non-free license, no output axis, or true duplicate alias.","Remove if later found paid-only, license-incompatible, or entirely unrelated to output quality.",,,KEEP_MAXIMAL_CANDIDATE,added because it plausibly improves final output and is free/self-hosted or a method/benchmark/governance item,FREE_ONLY_OR_SELF_HOSTED; paid tiers/overages disabled,allowed: free/open-source/local implementation or non-vendor method; paid plans must not be required,GrowthBook,dup_growthbook,canonical,Product Analytics / Experimentation,Supporting infrastructure,not primary risk control,factualidade,REQUIRES_IMPLEMENTATION_LICENSE_CHECK; catalog inclusion assumes free/self-hosted or method-only; paid SaaS disabled,TBD_VERIFY_LICENSE_BEFORE_IMPLEMENTATION,LOW_IF_SELF_HOSTED_OR_METHOD_ONLY; VERIFY_BEFORE_RUNTIME,none_or_self_hosted_or_public_reference; no paid dependency allowed,runtime_candidate,product_analytics___experimentation,same family may contain complementary variants; alternatives are exclusive only if they implement the exact same canonical tool/alias,merge_only_true_duplicates_same_canonical_technique_or_same_tool_alias; keep complementary_methods_even_when_same_family_or_same_goal,unique_or_complementary_variant,,,retain_complementary_variants; same_family_does_not_mean_duplicate,A/B testing; OpenFeature; OpenReplay; PostHog; Unleash; activation metric; cohort analysis; feature flags; funnel tracking; qualitative feedback capture; quantitative product scorecard; retention metric; time-to-value metric; user success event taxonomy,keep_in_maximal_final_single_csv,added from full conversation research expansion,conversation_research_catalog_expansion,maximal_research_backfill_from_full_conversation,added from full conversation research expansion
maximal__8-26-product-analytics-and-experimentation__unleash,Unleash,8.26 Product Analytics and Experimentation,ADDED_MAXIMAL_RESEARCH,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether Unleash improves final product output without paid dependency.,TBD_BY_BASELINE_OR_EXISTING_PIPELINE,"[""output_quality"", ""groundedness"", ""coverage"", ""auditability"", ""risk_reduction""]",MAXIMAL_CATALOG_CANDIDATE_NO_PREBENCHMARK_REQUIRED,TBD_BY_IMPLEMENTATION; not required for catalog inclusion per user rule,free/self-hosted/local implementation; paid SaaS disabled,candidate_or_supporting_governance,free/self-hosted compute only; no paid SaaS dependency,not limiting per user rule,not primary risk control,free_self_hosted_and_output_value_gate,candidate_catalog_maximal_final_complementary_governed.csv,May be implemented if useful; benchmark not required for catalog inclusion; paid dependency remains disallowed.,"Remove if paid-only, non-free license, no output axis, or true duplicate alias.","Remove if later found paid-only, license-incompatible, or entirely unrelated to output quality.",,,KEEP_MAXIMAL_CANDIDATE,added because it plausibly improves final output and is free/self-hosted or a method/benchmark/governance item,FREE_ONLY_OR_SELF_HOSTED; paid tiers/overages disabled,allowed: free/open-source/local implementation or non-vendor method; paid plans must not be required,Unleash,dup_unleash,canonical,Product Analytics / Experimentation,Supporting infrastructure,not primary risk control,factualidade,REQUIRES_IMPLEMENTATION_LICENSE_CHECK; catalog inclusion assumes free/self-hosted or method-only; paid SaaS disabled,TBD_VERIFY_LICENSE_BEFORE_IMPLEMENTATION,LOW_IF_SELF_HOSTED_OR_METHOD_ONLY; VERIFY_BEFORE_RUNTIME,none_or_self_hosted_or_public_reference; no paid dependency allowed,runtime_candidate,product_analytics___experimentation,same family may contain complementary variants; alternatives are exclusive only if they implement the exact same canonical tool/alias,merge_only_true_duplicates_same_canonical_technique_or_same_tool_alias; keep complementary_methods_even_when_same_family_or_same_goal,unique_or_complementary_variant,,,retain_complementary_variants; same_family_does_not_mean_duplicate,A/B testing; GrowthBook; OpenFeature; OpenReplay; PostHog; activation metric; cohort analysis; feature flags; funnel tracking; qualitative feedback capture; quantitative product scorecard; retention metric; time-to-value metric; user success event taxonomy,keep_in_maximal_final_single_csv,added from full conversation research expansion,conversation_research_catalog_expansion,maximal_research_backfill_from_full_conversation,added from full conversation research expansion
maximal__8-26-product-analytics-and-experimentation__openfeature,OpenFeature,8.26 Product Analytics and Experimentation,ADDED_MAXIMAL_RESEARCH,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether OpenFeature improves final product output without paid dependency.,TBD_BY_BASELINE_OR_EXISTING_PIPELINE,"[""output_quality"", ""groundedness"", ""coverage"", ""auditability"", ""risk_reduction""]",MAXIMAL_CATALOG_CANDIDATE_NO_PREBENCHMARK_REQUIRED,TBD_BY_IMPLEMENTATION; not required for catalog inclusion per user rule,free/self-hosted/local implementation; paid SaaS disabled,candidate_or_supporting_governance,free/self-hosted compute only; no paid SaaS dependency,not limiting per user rule,not primary risk control,free_self_hosted_and_output_value_gate,candidate_catalog_maximal_final_complementary_governed.csv,May be implemented if useful; benchmark not required for catalog inclusion; paid dependency remains disallowed.,"Remove if paid-only, non-free license, no output axis, or true duplicate alias.","Remove if later found paid-only, license-incompatible, or entirely unrelated to output quality.",,,KEEP_MAXIMAL_CANDIDATE,added because it plausibly improves final output and is free/self-hosted or a method/benchmark/governance item,FREE_ONLY_OR_SELF_HOSTED; paid tiers/overages disabled,allowed: free/open-source/local implementation or non-vendor method; paid plans must not be required,OpenFeature,dup_openfeature,canonical,Product Analytics / Experimentation,Supporting infrastructure,not primary risk control,factualidade,REQUIRES_IMPLEMENTATION_LICENSE_CHECK; catalog inclusion assumes free/self-hosted or method-only; paid SaaS disabled,open_standard_or_oss; verify exact implementation license,LOW_IF_SELF_HOSTED_OR_METHOD_ONLY; VERIFY_BEFORE_RUNTIME,none_or_self_hosted_or_public_reference; no paid dependency allowed,runtime_candidate,product_analytics___experimentation,same family may contain complementary variants; alternatives are exclusive only if they implement the exact same canonical tool/alias,merge_only_true_duplicates_same_canonical_technique_or_same_tool_alias; keep complementary_methods_even_when_same_family_or_same_goal,unique_or_complementary_variant,,,retain_complementary_variants; same_family_does_not_mean_duplicate,A/B testing; GrowthBook; OpenReplay; PostHog; Unleash; activation metric; cohort analysis; feature flags; funnel tracking; qualitative feedback capture; quantitative product scorecard; retention metric; time-to-value metric; user success event taxonomy,keep_in_maximal_final_single_csv,added from full conversation research expansion,conversation_research_catalog_expansion,maximal_research_backfill_from_full_conversation,added from full conversation research expansion
maximal__8-26-product-analytics-and-experimentation__a-b-testing,A/B testing,8.26 Product Analytics and Experimentation,ADDED_MAXIMAL_RESEARCH,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether A/B testing improves final product output without paid dependency.,TBD_BY_BASELINE_OR_EXISTING_PIPELINE,"[""output_quality"", ""groundedness"", ""coverage"", ""auditability"", ""risk_reduction""]",MAXIMAL_CATALOG_CANDIDATE_NO_PREBENCHMARK_REQUIRED,TBD_BY_IMPLEMENTATION; not required for catalog inclusion per user rule,free/self-hosted/local implementation; paid SaaS disabled,candidate_or_supporting_governance,free/self-hosted compute only; no paid SaaS dependency,not limiting per user rule,not primary risk control,free_self_hosted_and_output_value_gate,candidate_catalog_maximal_final_complementary_governed.csv,May be implemented if useful; benchmark not required for catalog inclusion; paid dependency remains disallowed.,"Remove if paid-only, non-free license, no output axis, or true duplicate alias.","Remove if later found paid-only, license-incompatible, or entirely unrelated to output quality.",,,KEEP_MAXIMAL_CANDIDATE,added because it plausibly improves final output and is free/self-hosted or a method/benchmark/governance item,FREE_ONLY_OR_SELF_HOSTED; paid tiers/overages disabled,allowed: free/open-source/local implementation or non-vendor method; paid plans must not be required,A/B testing,dup_a-b-testing,canonical,Product Analytics / Experimentation,Supporting infrastructure,not primary risk control,factualidade,REQUIRES_IMPLEMENTATION_LICENSE_CHECK; catalog inclusion assumes free/self-hosted or method-only; paid SaaS disabled,TBD_VERIFY_LICENSE_BEFORE_IMPLEMENTATION,LOW_IF_SELF_HOSTED_OR_METHOD_ONLY; VERIFY_BEFORE_RUNTIME,none_or_self_hosted_or_public_reference; no paid dependency allowed,eval_only,product_analytics___experimentation,same family may contain complementary variants; alternatives are exclusive only if they implement the exact same canonical tool/alias,merge_only_true_duplicates_same_canonical_technique_or_same_tool_alias; keep complementary_methods_even_when_same_family_or_same_goal,unique_or_complementary_variant,,,retain_complementary_variants; same_family_does_not_mean_duplicate,GrowthBook; OpenFeature; OpenReplay; PostHog; Unleash; activation metric; cohort analysis; feature flags; funnel tracking; qualitative feedback capture; quantitative product scorecard; retention metric; time-to-value metric; user success event taxonomy,keep_in_maximal_final_single_csv,added from full conversation research expansion,conversation_research_catalog_expansion,maximal_research_backfill_from_full_conversation,added from full conversation research expansion
maximal__8-26-product-analytics-and-experimentation__feature-flags,feature flags,8.26 Product Analytics and Experimentation,ADDED_MAXIMAL_RESEARCH,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether feature flags improves final product output without paid dependency.,TBD_BY_BASELINE_OR_EXISTING_PIPELINE,"[""output_quality"", ""groundedness"", ""coverage"", ""auditability"", ""risk_reduction""]",MAXIMAL_CATALOG_CANDIDATE_NO_PREBENCHMARK_REQUIRED,TBD_BY_IMPLEMENTATION; not required for catalog inclusion per user rule,free/self-hosted/local implementation; paid SaaS disabled,candidate_or_supporting_governance,free/self-hosted compute only; no paid SaaS dependency,not limiting per user rule,not primary risk control,free_self_hosted_and_output_value_gate,candidate_catalog_maximal_final_complementary_governed.csv,May be implemented if useful; benchmark not required for catalog inclusion; paid dependency remains disallowed.,"Remove if paid-only, non-free license, no output axis, or true duplicate alias.","Remove if later found paid-only, license-incompatible, or entirely unrelated to output quality.",,,KEEP_MAXIMAL_CANDIDATE,added because it plausibly improves final output and is free/self-hosted or a method/benchmark/governance item,FREE_ONLY_OR_SELF_HOSTED; paid tiers/overages disabled,allowed: free/open-source/local implementation or non-vendor method; paid plans must not be required,feature flags,dup_feature-flags,canonical,Product Analytics / Experimentation,Supporting infrastructure,not primary risk control,factualidade,REQUIRES_IMPLEMENTATION_LICENSE_CHECK; catalog inclusion assumes free/self-hosted or method-only; paid SaaS disabled,TBD_VERIFY_LICENSE_BEFORE_IMPLEMENTATION,LOW_IF_SELF_HOSTED_OR_METHOD_ONLY; VERIFY_BEFORE_RUNTIME,none_or_self_hosted_or_public_reference; no paid dependency allowed,runtime_candidate,product_analytics___experimentation,same family may contain complementary variants; alternatives are exclusive only if they implement the exact same canonical tool/alias,merge_only_true_duplicates_same_canonical_technique_or_same_tool_alias; keep complementary_methods_even_when_same_family_or_same_goal,unique_or_complementary_variant,,,retain_complementary_variants; same_family_does_not_mean_duplicate,A/B testing; GrowthBook; OpenFeature; OpenReplay; PostHog; Unleash; activation metric; cohort analysis; funnel tracking; qualitative feedback capture; quantitative product scorecard; retention metric; time-to-value metric; user success event taxonomy,keep_in_maximal_final_single_csv,added from full conversation research expansion,conversation_research_catalog_expansion,maximal_research_backfill_from_full_conversation,added from full conversation research expansion
maximal__8-26-product-analytics-and-experimentation__cohort-analysis,cohort analysis,8.26 Product Analytics and Experimentation,ADDED_MAXIMAL_RESEARCH,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether cohort analysis improves final product output without paid dependency.,TBD_BY_BASELINE_OR_EXISTING_PIPELINE,"[""output_quality"", ""groundedness"", ""coverage"", ""auditability"", ""risk_reduction""]",MAXIMAL_CATALOG_CANDIDATE_NO_PREBENCHMARK_REQUIRED,TBD_BY_IMPLEMENTATION; not required for catalog inclusion per user rule,free/self-hosted/local implementation; paid SaaS disabled,candidate_or_supporting_governance,free/self-hosted compute only; no paid SaaS dependency,not limiting per user rule,not primary risk control,free_self_hosted_and_output_value_gate,candidate_catalog_maximal_final_complementary_governed.csv,May be implemented if useful; benchmark not required for catalog inclusion; paid dependency remains disallowed.,"Remove if paid-only, non-free license, no output axis, or true duplicate alias.","Remove if later found paid-only, license-incompatible, or entirely unrelated to output quality.",,,KEEP_MAXIMAL_CANDIDATE,added because it plausibly improves final output and is free/self-hosted or a method/benchmark/governance item,FREE_ONLY_OR_SELF_HOSTED; paid tiers/overages disabled,allowed: free/open-source/local implementation or non-vendor method; paid plans must not be required,cohort analysis,dup_cohort-analysis,canonical,Product Analytics / Experimentation,Supporting infrastructure,not primary risk control,factualidade,REQUIRES_IMPLEMENTATION_LICENSE_CHECK; catalog inclusion assumes free/self-hosted or method-only; paid SaaS disabled,TBD_VERIFY_LICENSE_BEFORE_IMPLEMENTATION,LOW_IF_SELF_HOSTED_OR_METHOD_ONLY; VERIFY_BEFORE_RUNTIME,none_or_self_hosted_or_public_reference; no paid dependency allowed,runtime_candidate,product_analytics___experimentation,same family may contain complementary variants; alternatives are exclusive only if they implement the exact same canonical tool/alias,merge_only_true_duplicates_same_canonical_technique_or_same_tool_alias; keep complementary_methods_even_when_same_family_or_same_goal,unique_or_complementary_variant,,,retain_complementary_variants; same_family_does_not_mean_duplicate,A/B testing; GrowthBook; OpenFeature; OpenReplay; PostHog; Unleash; activation metric; feature flags; funnel tracking; qualitative feedback capture; quantitative product scorecard; retention metric; time-to-value metric; user success event taxonomy,keep_in_maximal_final_single_csv,added from full conversation research expansion,conversation_research_catalog_expansion,maximal_research_backfill_from_full_conversation,added from full conversation research expansion
maximal__8-26-product-analytics-and-experimentation__activation-metric,activation metric,8.26 Product Analytics and Experimentation,ADDED_MAXIMAL_RESEARCH,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether activation metric improves final product output without paid dependency.,TBD_BY_BASELINE_OR_EXISTING_PIPELINE,"[""output_quality"", ""groundedness"", ""coverage"", ""auditability"", ""risk_reduction""]",MAXIMAL_CATALOG_CANDIDATE_NO_PREBENCHMARK_REQUIRED,TBD_BY_IMPLEMENTATION; not required for catalog inclusion per user rule,free/self-hosted/local implementation; paid SaaS disabled,candidate_or_supporting_governance,free/self-hosted compute only; no paid SaaS dependency,not limiting per user rule,not primary risk control,free_self_hosted_and_output_value_gate,candidate_catalog_maximal_final_complementary_governed.csv,May be implemented if useful; benchmark not required for catalog inclusion; paid dependency remains disallowed.,"Remove if paid-only, non-free license, no output axis, or true duplicate alias.","Remove if later found paid-only, license-incompatible, or entirely unrelated to output quality.",,,KEEP_MAXIMAL_CANDIDATE,added because it plausibly improves final output and is free/self-hosted or a method/benchmark/governance item,FREE_ONLY_OR_SELF_HOSTED; paid tiers/overages disabled,allowed: free/open-source/local implementation or non-vendor method; paid plans must not be required,activation metric,dup_activation-metric,canonical,Product Analytics / Experimentation,Supporting infrastructure,not primary risk control,factualidade,REQUIRES_IMPLEMENTATION_LICENSE_CHECK; catalog inclusion assumes free/self-hosted or method-only; paid SaaS disabled,TBD_VERIFY_LICENSE_BEFORE_IMPLEMENTATION,LOW_IF_SELF_HOSTED_OR_METHOD_ONLY; VERIFY_BEFORE_RUNTIME,none_or_self_hosted_or_public_reference; no paid dependency allowed,eval_only,product_analytics___experimentation,same family may contain complementary variants; alternatives are exclusive only if they implement the exact same canonical tool/alias,merge_only_true_duplicates_same_canonical_technique_or_same_tool_alias; keep complementary_methods_even_when_same_family_or_same_goal,unique_or_complementary_variant,,,retain_complementary_variants; same_family_does_not_mean_duplicate,A/B testing; GrowthBook; OpenFeature; OpenReplay; PostHog; Unleash; cohort analysis; feature flags; funnel tracking; qualitative feedback capture; quantitative product scorecard; retention metric; time-to-value metric; user success event taxonomy,keep_in_maximal_final_single_csv,added from full conversation research expansion,conversation_research_catalog_expansion,maximal_research_backfill_from_full_conversation,added from full conversation research expansion
maximal__8-26-product-analytics-and-experimentation__retention-metric,retention metric,8.26 Product Analytics and Experimentation,ADDED_MAXIMAL_RESEARCH,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether retention metric improves final product output without paid dependency.,TBD_BY_BASELINE_OR_EXISTING_PIPELINE,"[""output_quality"", ""groundedness"", ""coverage"", ""auditability"", ""risk_reduction""]",MAXIMAL_CATALOG_CANDIDATE_NO_PREBENCHMARK_REQUIRED,TBD_BY_IMPLEMENTATION; not required for catalog inclusion per user rule,free/self-hosted/local implementation; paid SaaS disabled,candidate_or_supporting_governance,free/self-hosted compute only; no paid SaaS dependency,not limiting per user rule,not primary risk control,free_self_hosted_and_output_value_gate,candidate_catalog_maximal_final_complementary_governed.csv,May be implemented if useful; benchmark not required for catalog inclusion; paid dependency remains disallowed.,"Remove if paid-only, non-free license, no output axis, or true duplicate alias.","Remove if later found paid-only, license-incompatible, or entirely unrelated to output quality.",,,KEEP_MAXIMAL_CANDIDATE,added because it plausibly improves final output and is free/self-hosted or a method/benchmark/governance item,FREE_ONLY_OR_SELF_HOSTED; paid tiers/overages disabled,allowed: free/open-source/local implementation or non-vendor method; paid plans must not be required,retention metric,dup_retention-metric,canonical,Product Analytics / Experimentation,Supporting infrastructure,not primary risk control,factualidade,REQUIRES_IMPLEMENTATION_LICENSE_CHECK; catalog inclusion assumes free/self-hosted or method-only; paid SaaS disabled,TBD_VERIFY_LICENSE_BEFORE_IMPLEMENTATION,LOW_IF_SELF_HOSTED_OR_METHOD_ONLY; VERIFY_BEFORE_RUNTIME,none_or_self_hosted_or_public_reference; no paid dependency allowed,eval_only,product_analytics___experimentation,same family may contain complementary variants; alternatives are exclusive only if they implement the exact same canonical tool/alias,merge_only_true_duplicates_same_canonical_technique_or_same_tool_alias; keep complementary_methods_even_when_same_family_or_same_goal,unique_or_complementary_variant,,,retain_complementary_variants; same_family_does_not_mean_duplicate,A/B testing; GrowthBook; OpenFeature; OpenReplay; PostHog; Unleash; activation metric; cohort analysis; feature flags; funnel tracking; qualitative feedback capture; quantitative product scorecard; time-to-value metric; user success event taxonomy,keep_in_maximal_final_single_csv,added from full conversation research expansion,conversation_research_catalog_expansion,maximal_research_backfill_from_full_conversation,added from full conversation research expansion
